Version: 2,,,,,,,
ID,Suffix,fart,frac,fta0,ftat,ftip,fube
BPDN,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMeteoritesWand.blp""",,"""""","""""","""|cffff3300陨星|r""","""受到持续伤害"""
BPDO,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower4.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDP,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower4.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDQ,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower5.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDR,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower5.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDS,BHad,"""ReplaceableTextures\\CommandButtons\\BTNVetoBlade.blp""",,"""""","""""","""|cffff3300否决-减速|r""","""你被减速了"""
BPDT,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedMoonArmorLV2.blp""",,"""""","""""","""|cffff3300希瓦的守护LV2|r""","""行动更缓慢了"""
BPDU,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWitLight.blp""",,"""""","""""","""|cffff3300智慧之光|r""","""降低魔法抗性"""
BPDV,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_HeroJingKe_R.blp""",,"""""","""""","""图穷匕见""","""伤害提升"""
BPDW,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_GlaviesOfWisdom.blp""",,"""""","""""","""智慧之刃""","""增加智力"""
BPDX,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_GlaviesOfWisdom.bLP""",,"""""","""""","""|cffff3300智慧之刃|r""","""智力减少了"""
BPDY,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Shadow_AntiShadow.blp""",,"""""","""""","""星体禁锢""","""增加智力"""
BPDZ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Shadow_AntiShadow.blp""",,"""""","""""","""|cffff3300星体禁锢|r""","""智力减少了"""
BPE1,BHad,"""ReplaceableTextures\\PassiveButtons\\PASBtnStormSpiritGift.blp""",,"""""","""""","""制裁金拳的祝福""","""生命回复增加了"""
BPE2,BHad,"""ReplaceableTextures\\PassiveButtons\\BTNDarkRitual.blp""",,"""""","""""","""黑暗仪式""","""该单位正在被牵引中"""
B000,BSTN,"""""",,"""""","""""","""失控""",""""""
B001,Bfae,"""ReplaceableTextures\\CommandButtons\\BTNAuraOfDarkness.blp""","""unknown""","""""","""""","""视野暴露""","""你已经暴露在敌人的视野之下。"""
B002,BNso,"""UI\\Minimap\\MinimapIconCreepLoc2.blp""",,"""""","""""","""沉默""","""该单位被沉默了，无法使用任何技能。"""
B003,BOwk,"""ReplaceableTextures\\CommandButtons\\BTNPhaseBoots.blp""","""other""","""""","""""","""相位行走""","""该单位在移动时能够能够穿透其他单位。"""
B004,BOwk,"""ReplaceableTextures\\CommandButtons\\BTNPhaseBoots.blp""","""other""","""""","""""","""相位行走（隐身）""","""该单位在移动时能够能够穿透其他单位。"""
BPE3,BHad,"""ReplaceableTextures\\CommandButtons\\BTNIceShards.blp""",,"""""","""""","""|cffff3300寒冰碎片|r""","""该单位被寒冰碎片困住了，受到持续伤害，被减速了"""
BPE4,BHad,"""ReplaceableTextures\\CommandButtons\\BTNFatesEdict.blp""",,"""""","""""","""命运敕令""","""该单位增加100%魔抗"""
BPE5,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCoupDeGrace.blp""",,"""""","""""","""|cffff3300恩赐解脱|r""","""该单位处于破坏状态，被动技能被禁用"""
BPE6,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWindWalkOn.blp""",,"""""","""""","""疾风步""","""处于隐身状态中"""
BPE7,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBattleStations.blp""",,"""""","""""","""wtf模式""","""技能冷却减少 80%\n攻击速度 +100\n移动速度 +60\n物品冷却减少 50%\n状态抗性 +25%\n35%魔法值转生命值\n100%魔法恢复转生命恢复"""
BPE8,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyArmor.blp""",,"""""","""""","""先锋盾-融合""","""获得先锋盾的效果"""
BPE9,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Chain_14.blp""",,"""""","""""","""强袭装甲-融合""","""获得强袭装甲的效果"""
BPEA,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHeartOfAszune.blp""",,"""""","""""","""恐鳌之心-融合""","""获得恐鳌之心的效果"""
BPEB,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHoodOfCunning.blp""",,"""""","""""","""挑战头巾-融合""","""获得挑战头巾的效果"""
BPEC,BHad,"""ReplaceableTextures\\CommandButtons\\BTNPhilosophersStone.blp""",,"""""","""""","""振魂石-融合""","""获得振魂石的效果"""
BPED,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyArmor.blp""",,"""""","""""","""明明明-融合""","""获得明明明的效果"""
