Version: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Suffix,Eat1,Eat2,Eat3,Gho1,Gho2,Had1,Htb1,Iagi,Iatt,Idef,Ihid,Iint,Isib,Istr,Isx1,Ncl1,Ncl3,Ncl4,Ncl5,Ncl6,Neg1,Neg2,Neg3,Neg4,Neg5,Neg6,Neu1,Neu3,Neu4,Nso1,Nso3,Owk1,Owk2,Owk3,Owk4,Ply1,Ply2,Ply3,Ply4,Ply5,Prg1,Prg3,Prg4,Prg5,Uls1,Uls2,Uls3,Uls4,Uls5,Ulsu,Usl1,[1],[2],[3],aani,aare,aart,abpx,abpy,abuf,acap,acat,acdn,achd,adur,aeat,aefl,aefs,ahdu,aher,ahky,aite,alev,alsk,amat,amcs,amsp,anam,ansf,aord,aorf,aoro,arac,aran,arar,areq,aret,arhk,arlv,arpx,arpy,arqa,arut,asat,ata0,atar,atat,atp1,aub1,aubx,auby,bsk1,bsk2,bsk3,fak1,fak2,fak3,fak5
AN3Z,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 43""","""11""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AO17,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 43""","""12""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AO3Z,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 43""","""12""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AD18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,2,,,"""""",,,,"""""",,,,0,"""Q""",,2,,,,,"""单位主动技能模板 44""","""1""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AD40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""1""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AE18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,2,,,"""""",,,,"""""",,,,0,"""W""",,2,,,,,"""单位主动技能模板 44""","""2""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AE40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""2""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AF18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,2,,,"""""",,,,"""""",,,,0,"""E""",,2,,,,,"""单位主动技能模板 44""","""3""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AF40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""3""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AG18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,2,,,"""""",,,,"""""",,,,0,"""R""",,2,,,,,"""单位主动技能模板 44""","""4""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AG40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""4""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AH18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,1,,,"""""",,,,"""""",,,,0,"""D""",,2,,,,,"""单位主动技能模板 44""","""5""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AH40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""5""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AI18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,1,,,"""""",,,,"""""",,,,0,"""F""",,2,,,,,"""单位主动技能模板 44""","""6""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AI40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""6""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AJ18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""firebolt""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""firebolt""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,1,,,"""""",,,,"""""",,,,0,"""U""",,2,,,,,"""单位主动技能模板 44""","""7""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AJ40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""7""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AK18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamestrike""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamestrike""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 44""","""8""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AK40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""8""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AL18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamingarrows""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamingarrows""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,1,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 44""","""9""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AL40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""9""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AM18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamingarrowstarg""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamingarrowstarg""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 44""","""10""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AM40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""10""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AN18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flare""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flare""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 44""","""11""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AN40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""11""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AO18,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 44""","""12""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AO40,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 44""","""12""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AD19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,2,,,"""""",,,,"""""",,,,0,"""Q""",,2,,,,,"""单位主动技能模板 45""","""1""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AD41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""1""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AE19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,2,,,"""""",,,,"""""",,,,0,"""W""",,2,,,,,"""单位主动技能模板 45""","""2""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AE41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""2""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AF19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,2,,,"""""",,,,"""""",,,,0,"""E""",,2,,,,,"""单位主动技能模板 45""","""3""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AF41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""3""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AG19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,2,,,"""""",,,,"""""",,,,0,"""R""",,2,,,,,"""单位主动技能模板 45""","""4""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AG41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""4""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AH19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,1,,,"""""",,,,"""""",,,,0,"""D""",,2,,,,,"""单位主动技能模板 45""","""5""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AH41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""5""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AI19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,1,,,"""""",,,,"""""",,,,0,"""F""",,2,,,,,"""单位主动技能模板 45""","""6""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AI41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""6""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AJ19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""firebolt""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""firebolt""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,1,,,"""""",,,,"""""",,,,0,"""U""",,2,,,,,"""单位主动技能模板 45""","""7""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AJ41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""7""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AK19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamestrike""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamestrike""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 45""","""8""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AK41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""8""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AL19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamingarrows""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamingarrows""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,1,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 45""","""9""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AL41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""9""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AM19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flamingarrowstarg""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flamingarrowstarg""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 45""","""10""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AM41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""10""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AN19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""flare""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""flare""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 45""","""11""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AN41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""11""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AO19,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""forceboard""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""单位主动技能模板 45""","""12""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AO41,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 45""","""12""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AD1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefire""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,2,,,"""""",,,,"""""",,,,0,"""Q""",,2,,,,,"""单位主动技能模板 46""","""1""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AD42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""1""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AE1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireoff""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,2,,,"""""",,,,"""""",,,,0,"""W""",,2,,,,,"""单位主动技能模板 46""","""2""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AE42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""2""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AF1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""faeriefireon""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,2,,,"""""",,,,"""""",,,,0,"""E""",,2,,,,,"""单位主动技能模板 46""","""3""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AF42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""3""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AG1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fanofknives""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,2,,,"""""",,,,"""""",,,,0,"""R""",,2,,,,,"""单位主动技能模板 46""","""4""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AG42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""4""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AH1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""farsight""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,1,,,"""""",,,,"""""",,,,0,"""D""",,2,,,,,"""单位主动技能模板 46""","""5""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AH42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""5""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AI1A,ANcl,,,,,,,,,,,,,,,,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""- 无 -""おなに""1""","0.0000おなに17おなに0.0000おなに0おなに""fingerofdeath""おなに0.0000おなに""1""",,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,1,,,"""""",,,,"""""",,,,0,"""F""",,2,,,,,"""单位主动技能模板 46""","""6""",,,,"""human""",{,,,,,,,,,,,,,"""""",{,{,,,,,,,,,
AI42,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,"""单位被动技能模板 46""","""6""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
